1142	首次充值	0	3	1	-1	588888	-1	-1	-1	-1	1	1	金币x588888	-1
1143	首次元宝抽奖获惊喜道具奖赏	0	13	1	-1	-1	-1	-1	-1	-1	5	5	强身丹x5	大力丸x5
1140	每日充值给予元宝	1	3	600	0	-1	300	-1	-1	-1	-1	-1	元宝x300	-1
1141	每日充值给予奖励	1	3	100	0	360000	-1	-1	-1	-1	1	1	金币x360000	-1
1146	首次完成珍珑棋局-英雄	0	5	10002	1145	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1147	首次完成玄武岛小狐仙	0	5	10004	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1144	首次完成珍珑棋局-普通	0	5	10000	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1145	首次完成珍珑棋局-精英	0	5	10001	1144	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1148	首次完成玄武岛莽牯朱蛤	0	5	10005	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1149	首次完成玄武岛圣企鹅	0	5	10006	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1078	等级达到19级	0	2	19	1077	-1	80	-1	-1	-1	-1	-1	元宝x80	-1
1079	等级达到20级	0	2	20	1078	146666	-1	-1	-1	-1	-1	-1	金币x146666	-1
1076	等级达到17级	0	2	17	1075	126666	-1	-1	-1	-1	-1	-1	金币x126666	-1
1077	等级达到18级	0	2	18	1076	-1	-1	-1	-1	-1	-1	2	强身丹x2	-1
1074	等级达到15级	0	2	15	1073	-1	-1	-1	-1	-1	2	-1	大力丸x2	-1
1075	等级达到16级	0	2	16	1074	-1	70	-1	-1	-1	-1	-1	元宝x70	-1
1072	等级达到13级	0	2	13	1071	-1	60	-1	-1	-1	-1	-1	元宝x60	-1
1073	等级达到14级	0	2	14	1072	106666	-1	-1	-1	-1	-1	-1	金币x106666	-1
1070	等级达到11级	0	2	11	1069	86666	-1	-1	-1	-1	-1	-1	金币x86666	-1
1071	等级达到12级	0	2	12	1070	-1	-1	-1	-1	-1	-1	1	强身丹x1	-1
1094	等级达到35级	0	2	35	1093	246666	-1	-1	-1	-1	-1	-1	金币x246666	-1
1095	等级达到36级	0	2	36	1094	-1	-1	-1	-1	-1	-1	3	强身丹x3	-1
1096	等级达到37级	0	2	37	1095	-1	140	-1	-1	-1	-1	-1	元宝x140	-1
1097	等级达到38级	0	2	38	1096	266666	-1	-1	-1	-1	-1	-1	金币x266666	-1
1090	等级达到31级	0	2	31	1089	-1	120	-1	-1	-1	-1	-1	元宝x120	-1
1091	等级达到32级	0	2	32	1090	226666	-1	-1	-1	-1	-1	-1	金币x226666	-1
1092	等级达到33级	0	2	33	1091	-1	-1	-1	-1	-1	3	-1	大力丸x3	-1
1093	等级达到34级	0	2	34	1092	-1	130	-1	-1	-1	-1	-1	元宝x130	-1
1155	首次完成珍珑棋局-黑白	0	5	10012	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1154	首次完成惩奸除恶-英雄	0	5	10011	1153	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1157	首次完成玄武岛众兽-鳄鱼	0	5	10014	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1156	首次完成玄武岛众兽-大螳螂	0	5	10013	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1098	等级达到39级	0	2	39	1097	-1	-1	-1	-1	-1	4	-1	大力丸x4	-1
1099	等级达到40级	0	2	40	1098	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1153	首次完成惩奸除恶-精英	0	5	10010	1152	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1152	首次完成惩奸除恶-普通	0	5	10009	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1069	等级达到10级	0	2	10	1068	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1068	等级达到9级	0	2	9	1067	-1	-1	-1	-1	-1	1	-1	大力丸x1	-1
1061	等级达到2级	0	2	2	-1	26666	-1	-1	-1	-1	-1	-1	金币x26666	-1
1060	每日武林战斗胜利20次	1	7	20	-1	-1	-1	-1	-1	-1	1	1	强身丹x1	大力丸x1
1063	等级达到4级	0	2	4	1062	-1	30	-1	-1	-1	-1	-1	元宝x30	-1
1062	等级达到3级	0	2	3	1061	-1	-1	-1	-1	-1	1	-1	大力丸x1	-1
1065	等级达到6级	0	2	6	1064	-1	-1	-1	-1	-1	-1	1	强身丹x1	-1
1064	等级达到5级	0	2	5	1063	46666	-1	-1	-1	-1	-1	-1	金币x46666	-1
1067	等级达到8级	0	2	8	1066	66666	-1	-1	-1	-1	-1	-1	金币x66666	-1
1066	等级达到7级	0	2	7	1065	-1	40	-1	-1	-1	-1	-1	元宝x40	-1
1087	等级达到28级	0	2	28	1086	-1	110	-1	-1	-1	-1	-1	元宝x110	-1
1086	等级达到27级	0	2	27	1085	-1	-1	-1	-1	-1	3	-1	大力丸x3	-1
1085	等级达到26级	0	2	26	1084	186666	-1	-1	-1	-1	-1	-1	金币x186666	-1
1084	等级达到25级	0	2	25	1083	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1083	等级达到24级	0	2	24	1082	-1	-1	-1	-1	-1	-1	2	强身丹x2	-1
1082	等级达到23级	0	2	23	1081	166666	-1	-1	-1	-1	-1	-1	金币x166666	-1
1081	等级达到22级	0	2	22	1080	-1	90	-1	-1	-1	-1	-1	元宝x90	-1
1080	等级达到21级	0	2	21	1079	-1	-1	-1	-1	-1	2	-1	大力丸x2	-1
1120	等级达到61级	0	2	61	1119	-1	220	-1	-1	-1	-1	-1	元宝x220	-1
1121	等级达到62级	0	2	62	1120	426666	-1	-1	-1	-1	-1	-1	金币x426666	-1
1122	等级达到63级	0	2	63	1121	-1	-1	-1	-1	-1	5	-1	大力丸x5	-1
1123	等级达到64级	0	2	64	1122	-1	230	-1	-1	-1	-1	-1	元宝x230	-1
1124	等级达到65级	0	2	65	1123	446666	-1	-1	-1	-1	-1	-1	金币x446666	-1
1125	等级达到66级	0	2	66	1124	-1	-1	-1	-1	-1	-1	5	强身丹x5	-1
1089	等级达到30级	0	2	30	1088	-1	-1	-1	-1	-1	-1	3	强身丹x3	-1
1088	等级达到29级	0	2	29	1087	206666	-1	-1	-1	-1	-1	-1	金币x206666	-1
1018	通关金戈荡寇敖兵副本	0	5	93	1017	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1019	通关函谷八友副本	0	5	102	1018	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1014	通关聚贤庄鏖战副本	0	5	56	1013	-1	130	-1	-1	-1	-1	-1	元宝x130	-1
1015	通关小镜湖恶斗副本	0	5	66	1014	-1	130	-1	-1	-1	-1	-1	元宝x130	-1
1016	通关马家鉴实情副本	0	5	74	1015	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1017	通关女真兄弟副本	0	5	83	1016	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1010	通关万劫谷救人副本	0	5	18	1009	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1011	通关夜闯大理皇宫副本	0	5	27	1010	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1012	通关听香水榭解围副本	0	5	36	1011	-1	130	-1	-1	-1	-1	-1	元宝x130	-1
1013	通关杏子林丐帮叛乱副本	0	5	46	1012	-1	130	-1	-1	-1	-1	-1	元宝x130	-1
1139	等级达到80级	0	2	80	1138	546666	-1	-1	-1	-1	-1	-1	金币x546666	-1
1138	等级达到79级	0	2	79	1137	-1	280	-1	-1	-1	-1	-1	元宝x280	-1
1133	等级达到74级	0	2	74	1132	506666	-1	-1	-1	-1	-1	-1	金币x506666	-1
1132	等级达到73级	0	2	73	1131	-1	260	-1	-1	-1	-1	-1	元宝x260	-1
1131	等级达到72级	0	2	72	1130	-1	-1	-1	-1	-1	-1	5	强身丹x5	-1
1130	等级达到71级	0	2	71	1129	486666	-1	-1	-1	-1	-1	-1	金币x486666	-1
1137	等级达到78级	0	2	78	1136	-1	-1	-1	-1	-1	-1	5	强身丹x5	-1
1136	等级达到77级	0	2	77	1135	526666	-1	-1	-1	-1	-1	-1	金币x526666	-1
1135	等级达到76级	0	2	76	1134	-1	270	-1	-1	-1	-1	-1	元宝x270	-1
1134	等级达到75级	0	2	75	1133	-1	-1	-1	-1	-1	5	-1	大力丸x5	-1
1009	通关无量山遇险副本	0	5	9	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1008	[47D2FF]累积登录[F1ECCF]10天	0	1	10	1007	-1	498	-1	-1	-1	-1	-1	元宝x498	-1
1007	[47D2FF]累积登录[F1ECCF]7天	0	1	7	1006	-1	-1	-1	-1	-1	3	3	强身丹x3	大力丸x3
1006	[47D2FF]累积登录[F1ECCF]5天	0	1	5	1005	-1	258	-1	-1	-1	-1	-1	元宝x258	-1
1005	[47D2FF]累积登录[F1ECCF]3天	0	1	3	1004	-1	-1	-1	-1	-1	2	2	强身丹x2	大力丸x2
1004	[47D2FF]累积登录[F1ECCF]2天	0	1	2	-1	-1	128	-1	-1	-1	-1	-1	元宝x128	-1
1003	每日武林战斗胜利5次	1	7	5	-1	-1	-1	-1	-1	-1	1	1	强身丹x1	大力丸x1
1002	每日武林首战奖赏	1	6	1	-1	88888	-1	-1	-1	-1	-1	-1	金币x88888	-1
1001	[A5E295]每日登录[F1ECCF]元宝奖赏	1	0	1	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1000	[A5E295]每日登录[F1ECCF]体力奖赏	1	0	1	-1	-1	-1	1000	-1	-1	-1	-1	恢复至满体力	-1
1128	等级达到69级	0	2	69	1127	-1	-1	-1	-1	-1	5	-1	大力丸x5	-1
