60050	全体加血+护盾	50050	1	1	0	1	2	1	3	1	0	65	0	111	1000	10052	100	0	0	0	0
40159	前排	60021	4	6	0	0	2	0	1	2	0	86	0	22	0	10001	100	0	0	0	0
40158	单体	60020	4	6	1	0	2	0	0	2	0	138	0	21	0	10001	100	0	0	0	0
60051	随机三个目标	50051	1	1	0	1	2	0	7	2	0	70	0	112	0	10000	100	0	0	0	0
40153	攻击后排	60015	4	6	0	0	2	0	5	2	0	86	0	16	0	10001	100	0	0	0	0
40152	攻击后排	60014	4	6	0	0	2	0	0	2	0	86	0	15	0	10001	100	0	0	0	0
40151	单体攻击	60013	4	6	0	0	2	0	0	2	0	138	0	14	0	10001	100	0	0	0	0
40150	单体攻击	60012	4	6	0	0	2	0	0	2	0	138	0	13	0	10001	100	0	0	0	0
40157	前排	60019	4	6	0	0	2	0	1	2	0	86	0	20	0	10001	100	0	0	0	0
40156	随机两个个目标	60018	4	6	1	0	2	0	4	2	0	103	0	19	0	10001	100	0	0	0	0
40155	竖排	60017	4	6	0	0	2	0	2	2	0	109	0	18	0	10001	100	0	0	0	0
40154	全体治疗+持续治疗Buff	60016	4	6	0	0	2	1	3	1	0	55	0	17	1000	10017	100	0	0	0	0
60053	下次攻击必定暴击	50053	1	1	0	1	2	2	8	1	0	0	0	114	1000	10051	100	0	0	0	0
80416	外功抗性	50000	6	10	2	1	2	18	8	1	0	0	18	0	0	0	0	0	0	0	0
80330	生命上限	50000	10	10	2	1	2	13	8	1	0	0	8000	0	0	0	0	0	0	0	0
40029	竖排攻击+概率眩晕	60029	1	6	1	0	2	0	2	2	0	85	0	30	600	10000	100	0	0	0	0
40229	单体攻击	60045	5	6	0	0	2	0	0	2	0	144	0	46	0	10001	100	0	0	0	0
40143	单体眩晕	60005	4	6	1	0	2	0	0	2	0	124	0	6	710	10000	100	0	0	0	0
40228	单体攻击+概率眩晕	60044	5	6	1	0	2	0	0	2	0	129	0	45	500	10000	100	0	0	0	0
40023	前排三个 目标	60023	1	6	0	0	2	0	1	2	0	75	0	24	0	10001	100	0	0	0	0
40022	单体攻击	60022	1	6	0	0	2	0	0	2	0	120	0	23	0	10001	100	0	0	0	0
40012	单体攻击	60012	1	6	0	0	2	0	0	2	0	120	0	13	0	10001	100	0	0	0	0
40013	单体攻击	60013	1	6	0	0	2	0	0	2	0	120	0	14	0	10001	100	0	0	0	0
40010	竖排控制	60010	1	6	0	0	2	0	2	2	0	85	0	11	700	10000	100	0	0	0	0
40011	单体攻击，给对方一个持续掉血的buff，给自己加一个吸血的buff	60011	1	6	1	0	2	0	0	2	0	96	0	12	1000	10038	100	10008	100	0	0
40016	全体治疗+持续治疗Buff	60016	1	6	0	0	2	1	3	1	0	48	0	17	1000	10014	100	0	0	0	0
40017	竖排	60017	1	6	0	0	2	0	2	2	0	95	0	18	0	10001	100	0	0	0	0
40014	攻击后排	60014	1	6	0	0	2	0	5	2	0	75	0	15	0	10001	100	0	0	0	0
40015	攻击后排	60015	1	6	0	0	2	0	5	2	0	75	0	16	0	10001	100	0	0	0	0
40018	随机两个个目标	60018	1	6	1	0	2	0	4	2	0	90	0	19	0	10001	100	0	0	0	0
40019	前排	60019	1	6	0	0	2	0	1	2	0	75	0	20	0	10001	100	0	0	0	0
40203	前排	60019	5	6	0	0	2	0	1	2	0	90	0	20	0	10001	100	0	0	0	0
40202	随机两个个目标	60018	5	6	1	0	2	0	4	2	0	102	0	19	0	10001	100	0	0	0	0
40201	竖排	60017	5	6	0	0	2	0	2	2	0	114	0	18	0	10001	100	0	0	0	0
40200	全体治疗+持续治疗Buff	60016	5	6	0	0	2	1	3	1	0	57	0	17	1000	10018	100	0	0	0	0
40207	前排三个 目标	60023	5	6	0	0	2	0	1	2	0	90	0	24	0	10001	100	0	0	0	0
40206	单体攻击	60022	5	6	0	0	2	0	0	2	0	144	0	23	0	10001	100	0	0	0	0
40205	前排	60021	5	6	0	0	2	0	1	2	0	90	0	22	0	10001	100	0	0	0	0
40204	单体	60020	5	6	1	0	2	0	0	2	0	144	0	21	0	10001	100	0	0	0	0
40209	攻击后排	60025	5	6	0	0	2	0	5	2	0	87	0	26	0	10001	100	0	0	0	0
40208	闪避伤害+反伤	60024	5	6	1	0	2	2	8	1	0	0	0	25	1000	10048	100	0	0	0	0
60052	后排	50052	1	1	1	1	2	0	5	2	0	75	0	113	0	10000	100	0	0	0	0
80209	内功防御	50000	9	10	2	1	2	12	8	1	0	0	3600	0	0	0	0	0	0	0	0
80208	内功防御	50000	8	10	2	1	2	12	8	1	0	0	3200	0	0	0	0	0	0	0	0
80207	内功防御	50000	7	10	2	1	2	12	8	1	0	0	2800	0	0	0	0	0	0	0	0
80206	内功防御	50000	6	10	2	1	2	12	8	1	0	0	2400	0	0	0	0	0	0	0	0
80205	内功防御	50000	5	10	2	1	2	12	8	1	0	0	2000	0	0	0	0	0	0	0	0
80204	内功防御	50000	4	10	2	1	2	12	8	1	0	0	1600	0	0	0	0	0	0	0	0
80203	内功防御	50000	3	10	2	1	2	12	8	1	0	0	1200	0	0	0	0	0	0	0	0
80202	内功防御	50000	2	10	2	1	2	12	8	1	0	0	800	0	0	0	0	0	0	0	0
80201	内功防御	50000	1	10	2	1	2	12	8	1	0	0	400	0	0	0	0	0	0	0	0
40334	下次攻击必定暴击	60053	6	6	0	0	2	2	8	1	0	0	0	0	1000	10051	100	0	0	0	0
40333	后排	60052	6	6	1	0	2	0	5	2	0	90	0	0	0	10000	100	0	0	0	0
40332	随机三个目标	60051	6	6	0	0	2	0	7	2	0	85	0	0	0	10000	100	0	0	0	0
40331	全体加血+护盾	60050	6	6	0	0	2	1	3	1	0	80	0	0	1000	10057	100	0	0	0	0
40330	随机攻击三个目标	60049	6	6	2	0	2	0	7	2	0	85	0	0	1000	10069	100	0	0	0	0
60003	单体攻击	50003	1	1	0	1	2	0	0	2	0	120	0	50	0	10001	100	0	0	0	0
60002	攻击前排	50002	1	1	0	1	2	0	1	2	0	75	0	49	0	10001	100	0	0	0	0
60001	单体攻击+概率控制+概率中毒	50001	1	1	2	1	2	0	0	2	0	108	0	48	500	10026	100	10001	100	0	0
60000	全体加血	50000	1	1	0	1	2	1	3	1	0	60	0	47	0	10001	100	0	0	0	0
60007	随机攻击两个目标+几率眩晕	50007	1	1	1	1	2	0	4	2	0	80	0	54	300	10000	100	0	0	0	0
60006	竖排DOT	50006	1	1	1	1	2	0	2	2	0	76	0	53	1000	10032	100	0	0	0	0
60005	单体眩晕	50005	1	1	1	1	2	0	0	2	0	96	0	52	650	10000	100	0	0	0	0
60004	单体攻击+概率眩晕	50004	1	1	2	1	2	0	0	2	0	108	0	51	500	10001	100	0	0	0	0
60009	单体	50009	1	1	1	1	2	0	0	2	0	120	0	56	0	10001	100	0	0	0	0
60008	单体	50008	1	1	0	1	2	0	0	2	0	120	0	55	0	10001	100	0	0	0	0
80501	内功抗性	50000	1	10	2	1	2	19	8	1	0	0	2	0	0	0	0	0	0	0	0
80502	内功抗性	50000	2	10	2	1	2	19	8	1	0	0	4	0	0	0	0	0	0	0	0
80503	内功抗性	50000	3	10	2	1	2	19	8	1	0	0	6	0	0	0	0	0	0	0	0
80504	内功抗性	50000	4	10	2	1	2	19	8	1	0	0	8	0	0	0	0	0	0	0	0
80505	内功抗性	50000	5	10	2	1	2	19	8	1	0	0	10	0	0	0	0	0	0	0	0
80506	内功抗性	50000	6	10	2	1	2	19	8	1	0	0	12	0	0	0	0	0	0	0	0
80507	内功抗性	50000	7	10	2	1	2	19	8	1	0	0	14	0	0	0	0	0	0	0	0
80508	内功抗性	50000	8	10	2	1	2	19	8	1	0	0	16	0	0	0	0	0	0	0	0
80509	内功抗性	50000	9	10	2	1	2	19	8	1	0	0	18	0	0	0	0	0	0	0	0
80119	外功防御	50000	9	10	2	1	2	11	8	1	0	0	5400	0	0	0	0	0	0	0	0
80118	外功防御	50000	8	10	2	1	2	11	8	1	0	0	4800	0	0	0	0	0	0	0	0
80113	外功防御	50000	3	10	2	1	2	11	8	1	0	0	1800	0	0	0	0	0	0	0	0
80112	外功防御	50000	2	10	2	1	2	11	8	1	0	0	1200	0	0	0	0	0	0	0	0
80111	外功防御	50000	1	10	2	1	2	11	8	1	0	0	600	0	0	0	0	0	0	0	0
80110	外功防御	50000	10	10	2	1	2	11	8	1	0	0	4000	0	0	0	0	0	0	0	0
80117	外功防御	50000	7	10	2	1	2	11	8	1	0	0	4200	0	0	0	0	0	0	0	0
80116	外功防御	50000	6	10	2	1	2	11	8	1	0	0	3600	0	0	0	0	0	0	0	0
80115	外功防御	50000	5	10	2	1	2	11	8	1	0	0	3000	0	0	0	0	0	0	0	0
80114	外功防御	50000	4	10	2	1	2	11	8	1	0	0	2400	0	0	0	0	0	0	0	0
50048	单体加血	40000	1	1	0	0	1	1	6	1	0	25	0	0	0	10001	100	0	0	0	0
50049	单体攻击	40029	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50044	单体攻击	40038	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50045	单体攻击+概率控制	40026	1	1	1	0	1	0	0	2	0	50	0	0	0	10000	100	0	0	0	0
50046	单体攻击	40020	1	1	1	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50047	单体攻击	40014	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50040	单体攻击	40013	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50041	单体攻击	40010	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50042	单体攻击	40025	1	1	0	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
50043	单体攻击	40027	1	1	1	0	1	0	0	2	0	50	0	0	0	10001	100	0	0	0	0
40180	单体攻击+控制	60042	4	6	0	0	2	0	0	2	0	124	0	43	560	10000	100	0	0	0	0
40181	单体攻击	60043	4	6	0	0	2	0	0	2	0	138	0	44	0	10001	100	0	0	0	0
40069	前排三个 目标	60023	2	6	0	0	2	0	1	2	0	78	0	24	0	10001	100	0	0	0	0
40183	单体攻击	60045	4	6	0	0	2	0	0	2	0	138	0	46	0	10001	100	0	0	0	0
40184	全体加血	60000	5	6	0	0	2	1	3	1	0	72	0	1	0	10001	100	0	0	0	0
40185	单体攻击+概率控制+概率中毒	60001	5	6	2	0	2	0	0	2	0	129	0	2	580	10030	100	10001	100	0	0
40186	前排	60002	5	6	0	0	2	0	1	2	0	87	0	3	0	10001	100	0	0	0	0
40187	单体攻击	60003	5	6	0	0	2	0	0	2	0	144	0	4	0	10001	100	0	0	0	0
40188	单体攻击+概率眩晕	60004	5	6	1	0	2	0	0	2	0	129	0	5	580	10001	100	0	0	0	0
40189	单体眩晕	60005	5	6	1	0	2	0	0	2	0	129	0	6	730	10000	100	0	0	0	0
40061	攻击后排	60015	2	6	0	0	2	0	5	2	0	78	0	16	0	10001	100	0	0	0	0
40060	攻击后排	60014	2	6	0	0	2	0	5	2	0	78	0	15	0	10001	100	0	0	0	0
40067	前排	60021	2	6	0	0	2	0	1	2	0	78	0	22	0	10001	100	0	0	0	0
40066	单体	60020	2	6	1	0	2	0	0	2	0	126	0	21	0	10001	100	0	0	0	0
40065	前排	60019	2	6	0	0	2	0	1	2	0	78	0	20	0	10001	100	0	0	0	0
10009	前排攻击	10009	1	6	2	2	2	0	1	2	0	120	0	0	0	0	0	0	0	0	0
80414	外功抗性	50000	4	10	2	1	2	18	8	1	0	0	12	0	0	0	0	0	0	0	0
40119	攻击后排	60027	3	6	0	0	2	0	5	2	0	82	0	28	0	10001	100	0	0	0	0
40118	随机两个目标	60026	3	6	0	0	2	0	4	2	0	96	0	27	0	10001	100	0	0	0	0
40117	攻击后排	60025	3	6	0	0	2	0	5	2	0	81	0	26	0	10001	100	0	0	0	0
40116	闪避伤害+反伤	60024	3	6	1	0	2	2	8	1	0	0	0	25	1000	10046	100	0	0	0	0
